거래일자,거래시각,계좌ID,거래유형,금액,단위,가맹점,지역,채널,잔액,연령,연체여부
2025-05-25,17:55:43,AC100625,이자,15012,원,롯데마트,제주,인터넷뱅킹,24473.0,45,N
2025-07-30,13:01:09,AC101378,이체,5046,원,CU편의점,광주,모바일,158353.0,32,N
2025-11-18,07:40:33,AC100158,대출상환,52904,원,SK주유소,경남,전화,293691.0,23,N
2025-05-24,20:16:05,AC101204,대출상환,8039,원,,대구,ATM,20110.0,37,N
2025-07-04,19:40:07,AC100891,이체,14841,원,한국전력,대전,영업점,240094.0,34,N
2025-05-06,21:35:47,AC100978,출금,74006,원,무신사,울산,전화,231502.0,20,N
2025-01-01,20:02:19,AC100250,입금,14379,원,무신사,인천,모바일,253460.0,29,N
2025-03-06,17:31:18,AC101497,입금,8366,원,스타벅스,busan,모바일,97666.0,24,N
2025-12-31,08:58:59,AC100683,입금,13706,원,,경북,인터넷뱅킹,370225.0,24,N
2025-04-20,08:33:24,AC101189,출금,15650,원,스타벅스,강원,인터넷뱅킹,74309.0,31,N
2025-09-18,12:04:15,AC101131,이체,37781,원,메가커피,인천,인터넷뱅킹,148239.0,39,N
2025-04-01,11:58:10,AC101694,수수료,29596,원,스타벅스,전북,ATM,288527.0,23,N
2025-12-08,13:31:14,AC102015,대출상환,33831,원,무신사,울산,모바일,28311.0,36,N
2025-04-23,21:42:19,AC100077,카드결제,13581,원,GS25편의점,전남,영업점,90739.0,28,N
2025-05-20,12:58:33,AC100545,입금,121836,원,GS25편의점,대전,인터넷뱅킹,141228.0,31,N
2025-05-15,17:34:32,AC102017,카드결제,220724,원,파리바게뜨,세종,ATM,136472.0,28,N
2025-12-31,10:07:43,AC102006,이자,63950,원,GS25편의점,광주,ATM,122349.0,21,N
2025-05-21,11:07:30,AC100839,공과금,50999,원,이마트,대전,모바일,798377.0,26,N
2025-02-02,11:06:26,AC100908,카드결제,419842,원,배달의민족,경기,ATM,254957.0,24,N
2025-07-23,11:40:50,AC100995,카드결제,24903,원,배달의민족,경남,인터넷뱅킹,150954.0,38,N
2025-05-30,21:27:04,AC102006,대출상환,6160,원,현대백화점,전북,ATM,676867.0,21,N
2025-11-01,09:17:35,AC100619,카드결제,17200,원,요기요,충북,인터넷뱅킹,92847.0,29,N
2025-07-01,09:07:35,AC100499,대출상환,13593,원,쿠팡,대전,모바일,78790.0,26,N
2025-08-21,20:43:06,AC101733,이체,11984,원,메가커피,충북,ATM,1103370.0,35,N
2025-04-13,03:07:12,AC100653,대출상환,142311,원,GS25편의점,전남,ATM,698058.0,34,N
2025-05-05,09:01:41,AC100309,이체,9061,원,한국전력,강원,영업점,45970.0,28,N
2025-06-29,06:08:11,AC100159,대출상환,30239,원,,전남,모바일,294699.0,37,N
2025-11-13,13:30:42,AC101116,이체,36745,원,CU편의점,경북,모바일,62739.0,21,N
2025-12-31,19:07:31,AC101608,대출상환,19893,원,올리브영,강원,인터넷뱅킹,196394.0,39,N
2025-08-21,12:24:10,AC101211,대출상환,33005,원,,충남,영업점,161805.0,20,N
2025-05-05,13:49:11,AC100749,출금,29347,원,,강원,모바일,482922.0,31,N
2025-06-19,18:33:31,AC101637,이자,74950,원,,서울,전화,107298.0,28,N
2025-10-30,07:38:31,AC101086,이자,229293,원,,인천,전화,16594.0,26,N
2025-09-08,18:13:15,AC100148,입금,13586,원,,경남,전화,200825.0,32,N
2025-09-12,20:54:46,AC100577,공과금,46229,원,한국전력,울산,영업점,601236.0,36,N
2025-12-27,17:06:54,AC101852,대출상환,41617,원,넷플릭스,부산,모바일,489752.0,26,N
2025-05-24,23:09:20,AC102028,이체,240114,원,롯데마트,대전,영업점,106622.0,27,N
2025-08-22,17:46:39,AC100548,출금,8100,원,,경북,모바일,80989.0,27,N
2025-06-24,17:25:38,AC101088,이자,25345,원,롯데마트,경기,영업점,83432.0,28,N
2025-12-29,18:26:36,AC101136,출금,315655,원,GS25편의점,세종,ATM,105509.0,37,N
2025-03-28,18:07:40,AC100860,공과금,8066,원,올리브영,대구,전화,300492.0,26,N
2025-04-09,21:01:29,AC101393,수수료,109378,원,GS25편의점,충북,전화,696110.0,39,N
2025-06-21,13:47:46,AC101829,출금,347960,원,요기요,부산,전화,73457.0,34,N
2025-05-05,21:42:06,AC100028,수수료,21734,원,스타벅스,대구,모바일,359192.0,23,N
2025-05-03,09:38:17,AC100380,입금,11726,원,SK주유소,세종,전화,135701.0,39,N
2025-05-09,06:12:25,AC101577,이체,175958,원,,울산,전화,57275.0,20,N
2025-01-01,11:28:35,AC101381,카드결제,19682,원,이마트,강원,전화,88679.0,34,N
2025-07-03,12:09:24,AC101473,수수료,1043,원,파리바게뜨,경남,ATM,150942.0,34,N
2025-07-03,21:07:51,AC101058,공과금,28716,원,SK주유소,대구,전화,169419.0,31,N
2025-10-17,19:33:12,AC101964,입금,47780,원,파리바게뜨,충북,영업점,50710.0,25,N
2025-02-10,12:48:01,AC101376,대출상환,128477,원,올리브영,경기,인터넷뱅킹,17308.0,26,N
2025-07-01,12:03:33,AC102030,수수료,4697,원,메가커피,강원,ATM,32824.0,32,N
2025-06-14,11:10:05,AC101285,입금,49603,원,요기요,대구,모바일,129584.0,49,N
2025-10-25,17:30:03,AC102076,카드결제,311485,원,CU편의점,부산,모바일,88155.0,34,N
2025-03-18,13:13:34,AC101410,출금,16606,원,교보문고,경남,모바일,93152.0,25,N
2025-12-16,19:51:29,AC101524,대출상환,93351,원,,광주,인터넷뱅킹,93824.0,33,N
2025-11-07,12:13:22,AC101577,대출상환,27791,원,,충북,인터넷뱅킹,17889.0,20,N
2025-01-01,18:04:30,AC100810,카드결제,71170,원,다이소,울산,인터넷뱅킹,111819.0,34,N
2025-05-29,19:17:54,AC101329,입금,44138,원,넷플릭스,서울,인터넷뱅킹,166217.0,28,N
2025-03-05,21:15:43,AC101633,입금,32612,원,메가커피,경북,ATM,130387.0,30,N
2025-07-21,15:36:48,AC102088,공과금,35596,원,쿠팡,대구,ATM,742376.0,21,N
2025-10-03,21:57:15,AC100729,카드결제,2322,원,KT통신,전남,영업점,16226.0,29,N
2025-05-08,02:15:27,AC102189,출금,31410,원,교보문고,충북,영업점,166529.0,31,N
2025-08-21,13:34:49,AC100932,이자,39755,원,스타벅스,강원,ATM,22294.0,28,N
2025-08-03,12:26:10,AC101528,공과금,6819,원,,부산,전화,140939.0,30,N
2025-09-12,20:42:18,AC100447,출금,78490,원,스타벅스,전북,인터넷뱅킹,335499.0,30,N
2025-10-21,21:01:27,AC100330,카드결제,66073,원,KT통신,부산,인터넷뱅킹,60669.0,23,N
2025-12-31,18:30:03,AC101465,이자,35085,원,다이소,제주,모바일,705441.0,25,N
2025-10-09,11:34:48,AC101635,이자,10622,원,이마트,제주,모바일,89098.0,37,N
2025-12-05,19:51:26,AC101299,공과금,107439,원,CGV,인천,인터넷뱅킹,131643.0,27,N
2025-03-22,21:56:11,AC101815,대출상환,29601,원,GS25편의점,전북,ATM,199408.0,23,N
2025-05-29,12:13:22,AC101553,이자,10863,원,스타벅스,대구,모바일,186794.0,31,N
2025-05-28,21:44:04,AC100043,수수료,81412,원,,대구,모바일,52051.0,31,N
2025-06-30,19:52:31,AC100949,공과금,7179,원,올리브영,전남,영업점,165055.0,26,N
2025-12-31,18:54:38,AC100317,이체,5082,원,KT통신,광주,모바일,52210.0,29,N
2025-12-31,12:32:18,AC100921,공과금,307526,원,이마트,충북,인터넷뱅킹,257884.0,29,N
2025-05-26,09:31:59,AC101442,수수료,13799,원,요기요,충남,인터넷뱅킹,127781.0,38,N
2025-08-11,18:05:27,AC102103,이체,61345,원,현대백화점,강원,영업점,962067.0,27,N
2025-01-01,11:41:34,AC100669,카드결제,43800,원,이마트,강원,ATM,125589.0,30,N
2025-05-01,06:29:49,AC101912,카드결제,13850,원,CU편의점,경기 ,영업점,186653.0,31,N
2025-10-21,12:55:34,AC101394,입금,7174,원,,경기,전화,379774.0,43,N
2025-08-20,19:29:56,AC101480,출금,9856,원,파리바게뜨,전남,인터넷뱅킹,152830.0,39,N
2025-05-09,19:13:21,AC101895,공과금,9163,원,CU편의점,서울,모바일,91163.0,46,N
2025-06-10,20:18:43,AC101853,카드결제,35912,원,요기요,제주,인터넷뱅킹,330155.0,22,N
2025-12-31,21:52:24,AC102181,이체,10736,원,다이소,충남,전화,189655.0,25,N
2025-08-18,17:56:36,AC101383,대출상환,31612,원,,부산,전화,337745.0,27,N
2025-07-05,16:25:33,AC101089,공과금,7838,원,CGV,전남,전화,922019.0,31,N
2025-06-10,18:24:41,AC100213,이체,31340,원,CU편의점,전남,전화,59299.0,28,N
2025-07-15,20:53:54,AC101210,이체,146995,원,,대전,영업점,206192.0,27,N
2025-06-08,13:15:13,AC101240,카드결제,21492,원,한국전력,경남,ATM,21508.0,26,N
2025-01-21,19:01:10,AC101199,출금,234384,원,올리브영,강원,전화,519626.0,41,N
2025-07-26,12:42:20,AC101682,대출상환,4879,원,롯데마트,경기,ATM,152071.0,32,N
2025-10-03,17:05:36,AC101363,공과금,114387,원,올리브영,대구,영업점,193778.0,24,N
2025-11-06,18:25:26,AC100899,카드결제,24228,원,배달의민족,충북,인터넷뱅킹,332169.0,32,N
2025-02-28,19:48:40,AC102052,공과금,34832,원,KT통신,인천,영업점,285596.0,24,N
2025-08-11,20:47:14,AC100384,카드결제,21576,원,,전남,모바일,134162.0,44,N
2025-08-15,20:20:06,AC101759,수수료,15836,원,요기요,대전,전화,358078.0,32,N
2025-10-12,12:52:01,AC100093,대출상환,6685,원,파리바게뜨,대구,모바일,161585.0,32,N
2025-02-26,20:24:47,AC100025,카드결제,24446,원,,전남,전화,41754.0,45,N
2025-07-13,08:18:56,AC101436,이체,8925,원,CU편의점,전북,전화,123140.0,35,N
2025-09-01,11:28:46,AC100066,수수료,12527,원,,경남,모바일,101162.0,33,N
2025-12-31,13:45:54,AC100573,수수료,74859,원,롯데마트,,모바일,,23,N
2025-08-19,05:53:57,AC100892,이체,14960,원,,광주,인터넷뱅킹,163778.0,26,N
2025-03-08,19:38:09,AC100988,수수료,12300,원,,전남,모바일,216999.0,33,N
2025-09-13,17:23:25,AC100318,수수료,65526,원,현대백화점,경기,모바일,126170.0,33,N
2025-08-06,15:06:33,AC101868,대출상환,7240,원,쿠팡,경남,영업점,75012.0,22,N
2025-07-21,13:30:52,AC100804,카드결제,17788,원,올리브영,충북,영업점,202097.0,26,N
2025-08-08,17:01:06,AC101792,입금,32488,원,,충남,ATM,809730.0,34,N
2025-07-16,11:20:03,AC102106,공과금,35823,원,넷플릭스,경기,ATM,78134.0,28,N
2025-06-25,12:23:04,AC101201,공과금,7994,원,,경남,전화,49540.0,20,N
2025-12-15,19:57:29,AC102125,이체,25904,원,쿠팡,전남,ATM,189176.0,25,N
2025-09-03,07:17:59,AC100944,카드결제,16587,원,,전남,모바일,98452.0,42,N
2025-08-08,18:08:25,AC100531,공과금,52503,원,쿠팡,경남,전화,200180.0,30,N
2025-08-07,12:53:16,AC101168,카드결제,37627,원,,경북,ATM,363818.0,27,N
2025-01-31,11:25:53,AC100001,이자,30183,원,이마트,대전,전화,160045.0,21,N
2025-01-01,12:35:34,AC100182,수수료,35514,원,교보문고,대구,영업점,214367.0,21,N
2025-10-05,20:58:20,AC100341,대출상환,77198,원,,경기,전화,64602.0,24,N
2025-08-05,13:04:03,AC101266,이체,193608,원,요기요,세종,ATM,383391.0,34,N
2025-05-21,21:19:40,AC102049,카드결제,5043,원,SK주유소,인천,전화,54125.0,30,N
2025-09-10,01:02:47,AC100172,카드결제,37447,원,KT통신,강원,전화,310151.0,29,N
2025-06-22,11:54:16,AC100466,카드결제,6560,원,넷플릭스,인천,ATM,131318.0,49,N
2025-03-07,09:23:16,AC102069,수수료,210141,원,쿠팡,대구,전화,50343.0,39,N
2025-11-23,13:49:31,AC100390,출금,110702,원,무신사,울산,전화,277373.0,37,N
2025-04-04,21:02:25,AC100005,카드결제,14877,원,무신사,경북,영업점,24219.0,35,N
2025-11-12,20:57:24,AC100205,출금,5500,원,롯데마트,경북,영업점,72557.0,31,N
2025-08-24,13:07:56,AC101105,이체,5180,원,롯데마트,제주,ATM,44298.0,44,N
2025-05-15,11:03:32,AC101573,출금,30074,원,무신사,busan,모바일,32913.0,48,N
2025-05-31,20:52:02,AC101195,출금,20000,원,교보문고,제주,인터넷뱅킹,244472.0,28,N
2025-09-23,17:44:59,AC101697,입금,211163,원,,인천,ATM,72131.0,37,N
2025-06-04,11:41:41,AC100653,출금,8414,원,요기요,울산,영업점,31442.0,34,N
2025-09-12,12:12:38,AC101923,대출상환,36278,원,이마트,경기,영업점,54474.0,43,N
2025-09-05,12:19:03,AC101259,카드결제,51147,원,,전남,영업점,59387.0,44,N
2025-05-01,09:49:02,AC100849,수수료,67173,원,파리바게뜨,경기,영업점,236395.0,28,N
2025-09-21,11:51:39,AC100421,대출상환,66799,원,,제주,모바일,73000.0,29,N
2025-02-16,21:39:56,AC101349,출금,39796,원,SK주유소,,인터넷뱅킹,,34,N
2025-12-31,17:00:35,AC100690,카드결제,69218,원,스타벅스,광주,인터넷뱅킹,37618.0,35,N
2025-10-10,20:33:27,AC100232,출금,13879,원,롯데마트,충북,인터넷뱅킹,423104.0,31,N
2025-04-15,09:06:52,AC102079,입금,31200,원,롯데마트,서울,전화,152283.0,30,N
2025-12-02,12:43:31,AC101777,공과금,116167,원,롯데마트,전남,인터넷뱅킹,77659.0,33,N
2025-07-11,18:37:55,AC100572,대출상환,11915,원,배달의민족,서울,ATM,121898.0,26,N
2025-05-12,13:53:23,AC100630,공과금,38013,원,올리브영,제주,영업점,281342.0,24,N
2025-06-03,13:45:47,AC102017,수수료,3639,원,롯데마트,울산,모바일,247130.0,28,N
2025-07-01,12:13:07,AC101255,공과금,84122,원,메가커피,대전,ATM,200677.0,29,N
2025-11-28,09:07:18,AC102138,카드결제,21488,원,,경북,ATM,59502.0,25,N
2025-04-08,11:42:35,AC100333,카드결제,31949,원,롯데마트,인천,영업점,146770.0,29,N
2025-02-19,17:59:02,AC100345,수수료,107289,원,교보문고,광주,인터넷뱅킹,87452.0,39,N
2025-02-26,19:39:15,AC101701,이자,6408,원,교보문고,서울,ATM,42821.0,39,N
2025-07-05,09:42:04,AC100554,공과금,8352,원,CGV,충남,ATM,,27,N
2025-09-15,11:49:25,AC101085,대출상환,105467,원,,경기,영업점,266075.0,32,N
2025-03-23,21:08:09,AC100218,카드결제,53700,원,스타벅스,세종,영업점,337245.0,31,N
2025-05-14,12:02:37,AC101417,이자,11902,원,GS25편의점,울산,전화,309204.0,24,N
2025-05-15,18:16:33,AC100745,이자,9840,원,무신사,경북,영업점,95078.0,41,N
2025-05-13,12:50:37,AC101717,카드결제,4710,원,롯데마트,대전,모바일,83628.0,23,N
2025-04-16,11:24:51,AC100217,대출상환,17044,원,교보문고,전북,인터넷뱅킹,221910.0,27,N
2025-04-01,17:40:54,AC101888,카드결제,17329,원,CGV,충북,전화,43738.0,37,Y
2025-04-09,08:36:43,AC100219,카드결제,47434,원,넷플릭스,대구,모바일,644547.0,33,N
2025-08-22,17:38:12,AC100750,공과금,30111,원,GS25편의점,경기도,영업점,71627.0,33,N
2025-03-19,17:21:14,AC100630,입금,12168,원,교보문고,경기,ATM,160128.0,24,N
2025-04-28,09:36:38,AC100008,이자,173797,원,올리브영,제주,ATM,53814.0,34,N
2025-06-15,18:10:13,AC101449,입금,6042,원,교보문고,울산,전화,32637.0,25,N
2025-06-19,20:14:23,AC100550,입금,29203,원,이마트,세종,전화,631245.0,25,N
2025-05-26,09:24:04,AC100328,대출상환,12142,원,SK주유소,충북,모바일,59439.0,28,N
2025-11-17,12:32:44,AC100316,입금,17083,원,현대백화점,울산,영업점,234494.0,30,N
2025-07-31,02:26:21,AC101534,출금,17229,원,현대백화점,전북,모바일,540564.0,31,N
2025-04-29,18:39:31,AC100167,수수료,14023,원,CU편의점,세종,영업점,4137630.0,20,N
2025-09-08,17:22:06,AC101455,입금,52054,원,요기요,경북,인터넷뱅킹,96050.0,27,N
2025-11-21,14:56:53,AC101897,카드결제,23839,원,SK주유소,대구,영업점,352641.0,27,N
2025-06-12,05:53:25,AC102185,수수료,83389,원,,대구,전화,561457.0,32,N
2025-08-10,10:19:28,AC100178,이체,52231,원,,인천,영업점,164072.0,34,N
2025-06-23,19:51:05,AC100653,출금,18098,원,CGV,충남,인터넷뱅킹,141673.0,34,N
2025-08-30,11:57:14,AC101851,수수료,34567,원,올리브영,경기 ,영업점,472923.0,29,Y
2025-05-10,19:17:17,AC101214,입금,209650,원,,전남,모바일,378905.0,28,N
2025-05-10,01:50:00,AC100225,입금,186900,원,요기요,울산,전화,327264.0,25,N
2025-11-22,01:02:17,AC100568,공과금,31223,원,배달의민족,제주,전화,53747.0,34,N
2025-08-17,13:54:25,AC101281,이자,19744,원,,경남,모바일,183840.0,32,N
2025-12-31,12:57:17,AC101269,카드결제,12140,원,한국전력,충남,ATM,142465.0,25,N
2025-03-17,19:21:23,AC102082,출금,8790,원,,경북,ATM,184143.0,29,N
2025-03-29,03:02:14,AC100412,대출상환,41000,원,,부산,인터넷뱅킹,16915.0,47,N
2025-07-24,17:18:49,AC102173,이자,53250,원,이마트,광주,영업점,96162.0,30,N
2025-08-24,07:37:23,AC101709,대출상환,62364,원,쿠팡,세종,인터넷뱅킹,54555.0,39,N
2025-08-01,14:33:50,AC100553,카드결제,20062,원,한국전력,대구,전화,163278.0,27,N
2025-02-06,16:29:50,AC102166,카드결제,266357,원,교보문고,부산,전화,249791.0,34,N
2025-12-02,17:28:59,AC102109,대출상환,90840,원,요기요,경남,영업점,21899.0,43,N
2025-02-05,17:59:28,AC100209,입금,187493,원,교보문고,전남,ATM,336364.0,30,N
2025-09-02,21:22:50,AC100401,공과금,147216,원,올리브영,경기,영업점,256575.0,28,N
2025-10-06,13:05:38,AC102175,수수료,18968,원,,세종,ATM,427081.0,25,N
2025-09-07,17:09:05,AC101546,카드결제,96738,원,스타벅스,강원,모바일,115038.0,45,N
2025-05-11,17:41:41,AC101834,카드결제,22000,원,쿠팡,충남,전화,66598.0,26,N
2025-01-22,09:07:31,AC100151,입금,56888,원,무신사,전북,모바일,273351.0,30,N
2025-10-12,09:31:06,AC101580,이체,36835,원,SK주유소,충북,전화,196041.0,33,N
2025-06-13,18:30:10,AC101952,대출상환,13070,원,현대백화점,대구,모바일,119738.0,30,N
2025-05-29,19:43:46,AC100250,입금,26870,원,CGV,부산,전화,54735.0,29,N
2025-07-30,11:21:13,AC100105,입금,40657,원,다이소,인천,전화,144537.0,35,N
2025-09-09,11:34:43,AC101012,공과금,132696,원,메가커피,서울,모바일,168305.0,22,N
2025-04-30,12:53:28,AC100508,이자,56038,원,무신사,제주,인터넷뱅킹,42597.0,49,N
2025-08-19,12:39:16,AC100912,이체,18019,원,교보문고,경남,ATM,55643.0,29,N
2025-01-01,12:03:56,AC101980,출금,18625,원,쿠팡,충북,영업점,180595.0,34,N
2025-06-14,12:29:05,AC101633,공과금,5088,원,요기요,경기,전화,84318.0,30,N
2025-05-04,19:43:56,AC100488,수수료,18471,원,올리브영,전남,인터넷뱅킹,591356.0,23,Y
2025-05-14,17:48:08,AC100078,수수료,41469,원,스타벅스,인천,ATM,284827.0,27,N
2025-04-11,12:43:16,AC101399,공과금,22551,원,교보문고,세종,영업점,526054.0,27,N
2025-03-14,21:17:01,AC100415,출금,37400,원,요기요,울산,전화,128280.0,25,N
2025-11-19,09:01:41,AC100662,이체,35400,원,,서울,ATM,199450.0,31,N
2025-09-02,17:48:11,AC102016,공과금,10582,원,교보문고,강원,인터넷뱅킹,153701.0,29,N
2025-09-08,18:17:54,AC101003,입금,203507,원,CGV,인천,인터넷뱅킹,48676.0,23,N
2025-08-11,09:48:59,AC102022,대출상환,38557,원,교보문고,전남,인터넷뱅킹,137217.0,31,N
2025-06-30,21:57:16,AC101338,대출상환,53604,원,,충북,모바일,78524.0,39,Y
2025-05-12,13:00:34,AC101439,입금,16100,원,GS25편의점,경기,모바일,26549.0,30,N
2025-06-16,21:54:12,AC100052,카드결제,207754,원,한국전력,경북,ATM,654557.0,34,N
2025-07-05,12:42:01,AC101428,대출상환,14226,원,,충북,전화,400753.0,49,N
2025-12-16,17:03:00,AC102069,이자,2333,원,무신사,서울,모바일,86057.0,39,N
2025-06-26,09:09:55,AC101361,카드결제,8800,원,현대백화점,강원,전화,68899.0,27,N
2025-01-15,21:45:42,AC102085,이체,62038,원,쿠팡,광주,모바일,91313.0,34,N
2025-06-26,13:01:11,AC100632,이체,8893,원,배달의민족,경북,영업점,258728.0,33,N
2025-09-07,18:41:30,AC101667,입금,13021,원,KT통신,인천,모바일,260003.0,30,N
2025-09-24,09:11:05,AC101071,입금,49652,원,,세종,전화,78379.0,36,N
2025-03-16,02:04:39,AC102086,수수료,134128,원,메가커피,충북,인터넷뱅킹,565923.0,28,Y
2025-09-18,18:19:07,AC100755,수수료,20556,원,,울산,전화,255440.0,23,N
2025-06-13,09:08:48,AC101537,이체,3200,원,CU편의점,경기도,모바일,851669.0,33,N
2025-05-02,19:53:14,AC101526,대출상환,10594,원,이마트,강원,ATM,188022.0,30,N
2025-05-01,19:53:12,AC101149,출금,11000,원,,,모바일,,33,N
2025-05-06,22:12:53,AC101385,출금,66416,원,쿠팡,전북,전화,71195.0,28,N
2025-05-26,08:06:49,AC101550,입금,26795,원,요기요,대전,영업점,82114.0,20,N
2025-04-17,19:54:55,AC100517,이자,19117,원,한국전력,전남,모바일,98555.0,33,N
2025-12-31,13:03:50,AC101809,이자,36829,원,올리브영,부산,영업점,152731.0,27,N
2025-09-12,13:29:12,AC101128,출금,4882,원,현대백화점,경남,인터넷뱅킹,,30,N
2025-09-30,18:34:45,AC100516,이체,33932,원,한국전력,경남,영업점,,22,N
2025-03-14,13:54:37,AC101224,입금,10637,원,GS25편의점,강원,모바일,117676.0,21,N
2025-04-23,03:26:44,AC101889,출금,27684,원,SK주유소,전북,모바일,37900.0,37,N
2025-07-28,11:18:12,AC101002,이체,176381,원,CU편의점,충남,인터넷뱅킹,73275.0,23,Y
2025-07-31,23:14:57,AC101860,카드결제,5955,원,다이소,경북,전화,111451.0,29,N
2025-08-08,12:07:50,AC101629,공과금,205578,원,교보문고,광주,인터넷뱅킹,60650.0,25,Y
2025-11-04,17:56:01,AC100496,이자,25952,원,파리바게뜨,전북,전화,59929.0,20,N
2025-02-18,09:57:25,AC100446,입금,37400,원,파리바게뜨,충북,모바일,48402.0,29,N
2025-06-30,19:25:11,AC102009,출금,51157,원,넷플릭스,대구,영업점,76155.0,31,N
2025-10-03,20:45:04,AC101437,수수료,15021,원,다이소,대전,모바일,55209.0,35,N
2025-08-05,17:23:35,AC100785,입금,27050,원,GS25편의점,충남,모바일,81483.0,47,N
2025-06-04,18:07:07,AC100488,입금,7048,원,요기요,부산,모바일,65834.0,23,Y
2025-04-03,17:50:11,AC100178,이체,5353,원,롯데마트,부산,모바일,868588.0,34,N
2025-05-16,17:34:02,AC100057,수수료,29914,원,파리바게뜨,경남,ATM,119107.0,35,N
2025-05-23,11:03:54,AC101086,대출상환,23115,원,넷플릭스,제주,영업점,198906.0,26,N
2025-03-02,11:30:44,AC100833,출금,45800,원,롯데마트,광주,전화,16037.0,32,N
2025-12-10,22:24:01,AC100997,수수료,329570,원,파리바게뜨,전북,인터넷뱅킹,192366.0,33,N
2025-08-21,12:35:42,AC100560,카드결제,70528,원,KT통신,서울,인터넷뱅킹,208761.0,20,N
2025-12-31,20:36:37,AC101750,대출상환,35531,원,스타벅스,광주,ATM,20289.0,26,N
2025-11-03,19:45:21,AC100325,수수료,28418,원,,세종,인터넷뱅킹,510457.0,31,N
2025-11-30,17:45:31,AC100231,카드결제,50197,원,스타벅스,강원,인터넷뱅킹,203100.0,31,N
2025-12-31,19:50:39,AC101528,이체,193583,원,올리브영,충북,모바일,157422.0,30,N
2025-04-29,20:18:51,AC100424,대출상환,13932,원,쿠팡,경남,전화,198789.0,39,N
2025-02-02,20:01:23,AC101997,대출상환,107845,원,KT통신,경남,영업점,137851.0,20,N
2025-07-18,12:58:36,AC101596,이체,12158,원,쿠팡,경북,영업점,338878.0,34,N
2025-07-12,12:27:37,AC100374,대출상환,10078,원,스타벅스,대구,ATM,81319.0,28,N
2025-03-02,17:13:08,AC100602,대출상환,23850,원,CGV,제주,전화,253832.0,24,N
2025-09-01,12:29:35,AC100376,카드결제,157249,원,메가커피,충남,영업점,94194.0,32,N
2025-10-12,17:44:46,AC101070,이자,17554,원,SK주유소,광주,모바일,140210.0,22,N
2025-08-01,18:04:10,AC100675,이체,154183,원,,경북,인터넷뱅킹,49152.0,27,N
2025-07-07,12:28:39,AC102011,출금,10233,원,한국전력,대전,모바일,,29,N
2025-07-21,12:18:00,AC101829,공과금,47036,원,한국전력,울산,인터넷뱅킹,111832.0,34,N
2025-05-14,17:24:17,AC100644,수수료,5947,원,CU편의점,대전,모바일,430523.0,32,N
2025-05-25,11:58:18,AC101846,이체,254852,원,넷플릭스,충북,ATM,28446.0,32,N
2025-07-28,20:10:50,AC100012,이체,20662,원,,강원,모바일,119876.0,30,N
2025-06-03,09:24:09,AC100879,카드결제,9522,원,현대백화점,충북,모바일,61655.0,34,N
2025-12-08,18:34:44,AC100443,공과금,61025,원,넷플릭스,대전,ATM,162931.0,32,N
2025-12-17,19:30:16,AC100825,대출상환,23114,원,넷플릭스,강원,영업점,190242.0,35,N
2025-09-08,07:11:47,AC101168,이자,102012,원,GS25편의점,광주,ATM,374210.0,27,N
2025-01-23,11:23:51,AC101279,이체,40050,원,롯데마트,광주,ATM,399209.0,28,N
2025-07-09,11:10:51,AC100912,입금,6063,원,배달의민족,전북,모바일,97908.0,29,N
2025-11-11,19:25:46,AC100491,입금,42204,원,쿠팡,세종,모바일,187110.0,33,N
2025-06-30,18:20:24,AC101061,입금,24275,원,이마트,대구,모바일,101046.0,32,N
2025-03-11,18:12:24,AC101078,입금,206461,원,GS25편의점,울산,영업점,3568546.0,35,N
2025-12-31,18:59:53,AC100943,공과금,6573,원,CGV,광주,영업점,2316782.0,22,N
2025-09-08,19:04:39,AC101491,이자,169634,원,,제주,전화,266800.0,37,N
2025-07-21,19:11:06,AC100059,대출상환,66454,원,이마트,광주,전화,98270.0,25,N
2025-06-27,19:40:18,AC100227,이체,12965,원,메가커피,강원,전화,57309.0,23,N
2025-10-06,12:09:45,AC101238,수수료,114203,원,,대구,ATM,261968.0,31,N
2025-05-01,20:41:17,AC101442,수수료,12433,원,메가커피,인천,모바일,257910.0,38,N
2025-05-30,12:11:41,AC101469,출금,17859,원,KT통신,경남,전화,378994.0,33,N
2025-02-26,12:51:13,AC100011,수수료,16287,원,파리바게뜨,경북,모바일,938797.0,42,N
2025-04-07,17:45:11,AC101811,카드결제,25700,원,KT통신,제주,영업점,314893.0,39,N
2025-06-18,09:04:11,AC100998,출금,10385,원,넷플릭스,울산,전화,221270.0,31,N
2025-08-30,13:26:37,AC101388,수수료,31074,원,롯데마트,대전,ATM,79638.0,47,N
2025-07-31,21:13:29,AC101352,출금,34393,원,올리브영,인천,영업점,102989.0,43,N
2025-05-07,09:51:48,AC101282,입금,42374,원,쿠팡,광주,영업점,795480.0,32,N
2025-05-16,13:28:59,AC101092,이체,27087,원,,울산,전화,27776.0,38,N
2025-06-23,21:31:09,AC100164,이체,99035,원,다이소,전북,모바일,648839.0,34,N
2025-04-07,11:34:34,AC102012,수수료,9771,원,SK주유소,충남,ATM,134015.0,34,N
2025-07-01,20:12:44,AC100762,이자,10614,원,KT통신,광주,전화,67429.0,35,N
2025-07-01,09:55:17,AC100067,대출상환,40268,원,,부산,인터넷뱅킹,490717.0,47,N
2025-07-10,13:04:36,AC100300,수수료,15472,원,,경북,모바일,464930.0,33,N
